GameId,PitcherId,HitterId,PitcherSide,HitterSide,PrimaryEvent,PitcherTeamId,HitterTeamId,PA,AB,H,2B,3B,HR,TB,BB,SF,HBP
2016/09/21/atlmlb-nynmlb-1,592665,542255,R,L,ROE,121,144,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,592665,611177,R,R,FO,121,144,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,519294,518692,L,L,S,121,144,1,1,1,0,0,0,1,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,461314,R,R,SF,121,144,1,0,0,0,0,0,0,0,1,0
2016/09/21/atlmlb-nynmlb-1,544727,461314,R,R,SB,121,144,0,0,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,455976,R,L,IBB,121,144,1,0,0,0,0,0,0,1,0,0
2016/09/21/atlmlb-nynmlb-1,544727,489232,R,R,GO,121,144,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,594792,452678,R,L,FO,144,121,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,594792,493316,R,R,D,144,121,1,1,1,1,0,0,2,0,0,0
2016/09/21/atlmlb-nynmlb-1,594792,434158,R,L,IBB,144,121,1,0,0,0,0,0,0,1,0,0
2016/09/21/atlmlb-nynmlb-1,475054,608061,R,R,SB,144,121,0,0,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,475054,608061,R,R,KS,144,121,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,571871,493472,L,R,IBB,144,121,1,0,0,0,0,0,0,1,0,0
2016/09/21/atlmlb-nynmlb-1,571871,608700,L,R,KS,144,121,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,607054,R,L,S,121,144,1,1,1,0,0,0,1,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,621020,R,R,SH,121,144,1,0,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,621020,R,R,BSA,121,144,0,0,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,466988,R,L,S,121,144,1,1,1,0,0,0,1,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,542255,R,L,BSA,121,144,0,0,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,542255,R,L,GO,121,144,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,544727,611177,R,R,GO,121,144,1,1,0,0,0,0,0,0,0,0
2016/09/21/atlmlb-nynmlb-1,462382,607043,R,L,S,144,121,1,1,1,0,0,0,1,0,0,0
2016/09/21/atlmlb-nynmlb-1,462382,457803,R,L,KS,144,121,1,1,0,0,0,0,0,0,0,0
